state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,Enrol_Total,Update_Total,Grand_Total,UER_Score,Adult_Entry_Rate,Catch_Up_Index,CV_Volatility,Region,R21_Child_Bio_Intensity,R22_Adult_Bio_Intensity,R23_Adult_Workload_Share,R24_Infant_Enrol_Share,System_Phase,Cluster_ID
Delhi,South West Delhi,6951.0,1945.0,359.0,19940.0,149759.0,66558.0,74969.0,9255.0,311226.0,320481.0,33.624243733794295,0.03878565254969749,0.27977560414269276,1.5298318149262005,North,3.337746351737626,0.5005942841880342,0.7012209772186183,0.021689273311054323,Mature (Adult Maint.),0
Delhi,West Delhi,14000.0,4405.0,1009.0,25703.0,206102.0,71164.0,102078.0,19414.0,405047.0,424461.0,20.862580479011076,0.051970126191089365,0.31462038425826727,3.2723415475240225,North,2.7685963274198566,0.49527663352789625,0.726050214271747,0.03298300668377071,Mature (Adult Maint.),1
Goa,Bardez,2.0,0.0,0.0,2.0,29.0,9.0,31.0,2.0,71.0,73.0,23.666666666666668,0.0,0.0,0.0,West,3.0,1.0333333333333334,0.821917808219178,0.0273972602739726,Mature (Adult Maint.),0
Goa,Bicholim,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,,West,0.0,0.0,1.0,0.0,Mature (Adult Maint.),0
Goa,North Goa,1109.0,146.0,99.0,1713.0,17130.0,18320.0,19451.0,1354.0,56614.0,57968.0,41.78154981549815,0.07306273062730627,0.13153153153153152,0.9613985226924944,West,10.688448074679114,1.1354270036775436,0.6310550648633729,0.019131244824730886,Mature (Adult Maint.),0
Goa,South Goa,805.0,108.0,64.0,1560.0,14678.0,15915.0,14669.0,977.0,46822.0,47799.0,47.875255623721884,0.065439672801636,0.13399503722084366,0.8514610373222317,West,10.195387572069187,0.9993187546835616,0.613966819389527,0.0168413565137346,Mature (Adult Maint.),0
Goa,Tiswadi,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,6.0,6.0,0.0,0.0,,West,0.0,0.4,1.0,0.0,Mature (Adult Maint.),0
Gujarat,Ahmedabad,16949.0,8001.0,847.0,32052.0,243592.0,166849.0,254323.0,25797.0,696816.0,722613.0,27.010465927591287,0.032832002480812465,0.4720353982300885,3.491610130412381,West,5.2054097900352545,1.0440488848201714,0.6890479412908431,0.02345515511068857,Mature (Adult Maint.),1
Gujarat,Amreli,3460.0,587.0,246.0,2578.0,25310.0,33978.0,34536.0,4293.0,96402.0,100695.0,22.45039590125757,0.05728924080111784,0.1696041606472118,2.22852666447721,West,13.174873982163628,1.3644660424321442,0.5943294105963554,0.034361189731367,Mature (Adult Maint.),1
Gujarat,Anand,5616.0,828.0,536.0,3523.0,35626.0,50966.0,62729.0,6980.0,152844.0,159824.0,21.894284486463256,0.0767798309697751,0.14740964927897454,2.0979850350026266,West,14.462542565266743,1.7607151879192746,0.6153956852537792,0.03513865251776955,Mature (Adult Maint.),1
Gujarat,Arvalli,1952.0,322.0,117.0,1810.0,6286.0,19089.0,10580.0,2391.0,37765.0,40156.0,15.78804347826087,0.04891304347826087,0.16487455197132617,2.7822420696912915,West,10.54058531198233,1.6828376013997137,0.4200119533818109,0.04861041936447853,Mixed/School Phase,1
Gujarat,Banaskantha,15941.0,12500.0,2417.0,9811.0,65869.0,74074.0,78230.0,30858.0,227984.0,258842.0,7.387925726692375,0.07832398975987556,0.7840923347133358,4.0177293758172015,West,7.54932735426009,1.1876423257932291,0.5567064077699909,0.06158583228378702,Mature (Adult Maint.),1
Gujarat,Bharuch,3745.0,508.0,98.0,6975.0,42831.0,38361.0,38017.0,4351.0,126184.0,130535.0,28.99448529411765,0.022518382352941176,0.13561131873998933,1.533294373649648,West,5.498996559633028,0.8875840493089279,0.6193587926609722,0.02868962347263186,Mature (Adult Maint.),0
Gujarat,Bhavnagar,8420.0,1309.0,445.0,6530.0,51332.0,65784.0,75368.0,10174.0,199014.0,209188.0,19.55911547911548,0.04373464373464373,0.15544472152950956,2.728110227559172,West,10.072576940744144,1.468217326086533,0.6056752777405969,0.04025087481117464,Mature (Adult Maint.),1
Gujarat,Botad,2302.0,474.0,171.0,1463.0,6082.0,10356.0,5900.0,2947.0,23801.0,26748.0,8.073609226594302,0.05800542740841248,0.20581849761181067,4.440593477572957,West,7.073770491803279,0.9699161597895775,0.44795872588604757,0.08606250934649319,Mixed/School Phase,1
Gujarat,Chhotaudepur,2215.0,1303.0,589.0,1857.0,7774.0,18603.0,15199.0,4107.0,43433.0,47540.0,10.572784810126583,0.14337877312560857,0.5879963898916968,5.425347277377719,West,10.01237890204521,1.9548553054662379,0.48323517038283553,0.04659234328986117,Mixed/School Phase,1
Gujarat,Dahod,5341.0,3891.0,1277.0,4796.0,31140.0,60236.0,55439.0,10509.0,151611.0,162120.0,14.425404376784016,0.12150333016175072,0.7283788843129914,2.3351529417816765,West,12.55701480091724,1.780257538293568,0.5340426844312854,0.032944732297063906,Mature (Adult Maint.),1
Gujarat,Dang,531.0,179.0,162.0,0.0,0.0,0.0,0.0,872.0,0.0,872.0,0.0,0.18556701030927836,0.33646616541353386,0.2762135864009951,West,0.0,0.0,0.0,0.6089449541284404,Expansion (Births),2
Gujarat,Devbhumi Dwarka,1845.0,422.0,223.0,835.0,5751.0,17817.0,7647.0,2490.0,32050.0,34540.0,12.866318747490967,0.08952228020875151,0.228602383531961,3.335214690678367,West,21.3122009569378,1.3294506258692629,0.38789808917197455,0.0534163288940359,Mixed/School Phase,1
Gujarat,Dohad,5003.0,7330.0,670.0,315.0,4897.0,2168.0,13548.0,13003.0,20928.0,33931.0,1.6093509689326362,0.051522608428175944,1.464828137490008,6.009757280288597,West,6.860759493670886,2.7660269497754184,0.5436031947186938,0.1474462880551708,Mature (Adult Maint.),1
Gujarat,Gandhinagar,4075.0,837.0,738.0,6930.0,57658.0,33686.0,42878.0,5650.0,141152.0,146802.0,24.978233940895418,0.13059635462749955,0.20534838076545633,1.8443045339185065,West,4.860193334295196,0.7436479994450129,0.6848408059835697,0.027758477404939988,Mature (Adult Maint.),1
Gujarat,Gir Somnath,4375.0,975.0,373.0,2323.0,9743.0,23900.0,12866.0,5723.0,48832.0,54555.0,8.53109713487072,0.06516422082459818,0.22280621572212067,3.412937991263897,West,10.283993115318417,1.3204022988505748,0.4144258088167904,0.08019429933095042,Mixed/School Phase,1
Gujarat,Jamnagar,4998.0,799.0,281.0,4166.0,41553.0,40890.0,40212.0,6078.0,126821.0,132899.0,20.86214837966771,0.04622470801118605,0.15983196639327865,2.322334468411672,West,9.812814974802016,0.9677046734369735,0.6152416496738125,0.03760750645226826,Mature (Adult Maint.),1
Gujarat,Junagadh,4876.0,568.0,92.0,3875.0,34170.0,33995.0,68677.0,5536.0,140717.0,146253.0,25.413942568177713,0.016615495755824453,0.11646503998359647,0.8674161693369171,West,8.77063983488132,2.00980363466097,0.7032129255468264,0.033339487053257025,Mature (Adult Maint.),0
Gujarat,Kachchh,6176.0,2605.0,521.0,7742.0,59047.0,67370.0,56591.0,9302.0,190750.0,200052.0,20.504138449962376,0.05600343975061808,0.4217257568398899,3.291217988943482,West,8.700761978561282,0.9583897845820349,0.5780397096754843,0.030871973286945395,Mature (Adult Maint.),1
Gujarat,Kheda,5826.0,1224.0,517.0,5991.0,46628.0,49735.0,67426.0,7567.0,169780.0,177347.0,22.433932346723044,0.06831395348837209,0.2100566329157371,1.5939264845099306,West,8.300233644859814,1.4460099937806945,0.6431120909854692,0.0328508517200742,Mature (Adult Maint.),0
Gujarat,Mahesana,5289.0,908.0,293.0,6530.0,43687.0,42954.0,56959.0,6490.0,150130.0,156620.0,23.128947773840704,0.04513942381759359,0.1716446124763705,2.6395457742069306,West,6.576940744143316,1.3037676249771104,0.6426126931426382,0.033769633507853405,Mature (Adult Maint.),1
Gujarat,Mahisagar,2036.0,397.0,130.0,918.0,6589.0,18042.0,12910.0,2563.0,38459.0,41022.0,14.999609984399376,0.05070202808112324,0.1948944526264114,3.4386296606761024,West,19.632208922742112,1.9590288315629742,0.47533031056506264,0.0496319048315538,Mixed/School Phase,1
Gujarat,Morbi,5548.0,1803.0,653.0,3044.0,16755.0,21440.0,10439.0,8004.0,51678.0,59682.0,6.455715178013741,0.0815740162398501,0.3249234096233556,4.373374934475627,West,7.041050903119869,0.623000716161375,0.4556482691598807,0.092959351228176,Mixed/School Phase,1
Gujarat,Narmada,1155.0,96.0,29.0,2729.0,12028.0,15333.0,23865.0,1280.0,53955.0,55235.0,42.11943793911007,0.02263856362217018,0.08304498269896193,1.0363794081524482,West,5.616483516483516,1.9839554410175408,0.6498234814881868,0.020910654476328415,Mature (Adult Maint.),0
Gujarat,Navsari,2453.0,201.0,103.0,5085.0,24517.0,24168.0,21384.0,2757.0,75154.0,77911.0,27.249456127628715,0.03734590282813633,0.08190709046454768,2.104991145501082,West,4.751867872591427,0.8721755444979199,0.5891465903402601,0.031484642733375263,Mature (Adult Maint.),1
Gujarat,Panchmahal,5686.0,1566.0,429.0,3215.0,29672.0,39211.0,65884.0,7681.0,137982.0,145663.0,17.961728716480085,0.05584483207498048,0.2753648672410761,3.7162524715863463,West,12.19247512437811,2.220334984666195,0.6560073594529839,0.039035307524903376,Mature (Adult Maint.),1
Gujarat,Patan,6023.0,2228.0,716.0,3100.0,26459.0,35135.0,38814.0,8967.0,103508.0,112475.0,11.54192685102587,0.07983942908117753,0.3698539176626826,4.694535327037143,West,11.330216059335697,1.4668934240362812,0.580333407423872,0.05354967770615692,Mature (Adult Maint.),1
Gujarat,Porbandar,2006.0,332.0,181.0,1801.0,12822.0,14257.0,16728.0,2519.0,45608.0,48127.0,18.098412698412698,0.07182539682539682,0.1654210264075735,2.69712711459026,West,7.911764705882353,1.3045309210013258,0.6140004571238598,0.04168138466972801,Mature (Adult Maint.),1
Gujarat,Rajkot,12419.0,3732.0,919.0,10174.0,127426.0,79522.0,89189.0,17070.0,306311.0,323381.0,17.943354226465935,0.053833987464120436,0.3004830917874396,3.580288313600928,West,7.815429975429976,0.6999223084589609,0.6698445486902447,0.03840361678639129,Mature (Adult Maint.),1
Gujarat,Sabarkantha,4686.0,2370.0,496.0,5648.0,38872.0,37159.0,53845.0,7552.0,135524.0,143076.0,17.943068979213557,0.0656692704885476,0.5056539364198848,4.487931166040305,West,6.577978403257213,1.3851516476731922,0.6480262238251,0.032751824205317456,Mature (Adult Maint.),1
Gujarat,Surat,18412.0,6399.0,658.0,35198.0,322384.0,138828.0,142771.0,25469.0,639181.0,664650.0,25.095445622300748,0.025834314880251275,0.34752620431217074,2.632228441547384,West,3.9440893207193386,0.44285869379778836,0.6998495448732416,0.027701797938764764,Mature (Adult Maint.),1
Gujarat,Surendranagar,5624.0,2258.0,415.0,3655.0,36017.0,44745.0,51493.0,8297.0,135910.0,144207.0,16.378645456736564,0.050012051096649794,0.40142222222222224,4.173667615553254,West,12.238785557986871,1.4296462879671274,0.6068360065738834,0.03899949378324215,Mature (Adult Maint.),1
Gujarat,Tapi,1856.0,205.0,151.0,2645.0,9545.0,16731.0,23294.0,2212.0,52215.0,54427.0,23.59466787166742,0.06823316764572977,0.11039310716208939,1.0561904634103063,West,6.3231292517006805,2.4401843704169286,0.603358627151965,0.034100722068091206,Mature (Adult Maint.),0
Gujarat,The Dangs,1068.0,186.0,74.0,1477.0,5104.0,12787.0,15163.0,1328.0,34531.0,35859.0,25.982693754702783,0.05568096313017306,0.17399438727782976,2.2583396078314686,West,8.651556156968876,2.9702252693437807,0.5651858668674531,0.029783317995482304,Mature (Adult Maint.),1
Gujarat,Vadodara,9306.0,2433.0,545.0,10942.0,89085.0,72719.0,128698.0,12284.0,301444.0,313728.0,24.537566137566138,0.04436304436304436,0.2614161383904588,1.2260660343505596,West,6.645252672941607,1.4446489908627618,0.6941777590779273,0.02966263769889841,Mature (Adult Maint.),0
Gujarat,Valsad,5818.0,1406.0,224.0,8741.0,39602.0,39767.0,44257.0,7448.0,132367.0,139815.0,17.769767754060947,0.030071150489998658,0.24162227186801857,2.039289185685466,West,4.548959048272707,1.117516349771482,0.5997854307477738,0.041612130315059184,Mature (Adult Maint.),1
Haryana,Ambala,3063.0,122.0,33.0,3958.0,29284.0,26591.0,46165.0,3218.0,105998.0,109216.0,32.92885989437713,0.010251630941286114,0.03981723237597911,1.6291324399621276,North,6.71659509977267,1.5764043025439645,0.6908236888368005,0.02804534134192792,Mature (Adult Maint.),0
Haryana,Bhiwani,3321.0,152.0,16.0,4004.0,30276.0,37865.0,57760.0,3489.0,129905.0,133394.0,37.222063037249285,0.004584527220630372,0.045755568934376885,0.8990541152108465,North,9.454431960049938,1.9077187303894045,0.65996971378023,0.024896172241630057,Mature (Adult Maint.),0
Haryana,Charkhi Dadri,839.0,19.0,0.0,1698.0,10397.0,3023.0,6765.0,858.0,21883.0,22741.0,25.474970896391152,0.0,0.02261904761904762,1.6180336124790975,North,1.7792819305473808,0.6506058857472591,0.7546721780044853,0.03689371619541797,Mature (Adult Maint.),0
Haryana,Faridabad,12607.0,3225.0,323.0,19754.0,140801.0,58976.0,59975.0,16155.0,279506.0,295661.0,17.300445654865065,0.019992572418915572,0.2557899746192893,2.6053865776619527,North,2.985370792204505,0.4259527563528927,0.6790750217309689,0.042640050598489486,Mature (Adult Maint.),1
Haryana,Fatehabad,2510.0,92.0,10.0,4592.0,37378.0,29864.0,39930.0,2612.0,111764.0,114376.0,42.772292384232685,0.003827018752391887,0.03663878932696137,0.9565845469171704,North,6.5020683649031135,1.0682468765884587,0.675911030286074,0.02194516332097643,Mature (Adult Maint.),0
Haryana,Gurugram,7221.0,1872.0,404.0,13524.0,105689.0,35245.0,35546.0,9497.0,190004.0,199501.0,20.004632554221942,0.04253527058328069,0.2592079756300194,2.324047324332737,North,2.6059149722735673,0.33632320938594,0.7079413135773756,0.03619530729169277,Mature (Adult Maint.),1
Haryana,Hisar,4927.0,289.0,18.0,6665.0,56541.0,53323.0,62544.0,5234.0,179073.0,184307.0,34.20687679083095,0.0034383954154727794,0.05864448051948052,1.5728946441523604,North,7.999249924992499,1.1061511796540624,0.6461230447025886,0.026732571199140565,Mature (Adult Maint.),0
Haryana,Jhajjar,2515.0,100.0,10.0,3763.0,28621.0,24917.0,31722.0,2625.0,89023.0,91648.0,33.9006092916984,0.003808073115003808,0.0397456279809221,0.5735193468434614,North,6.619819341126461,1.1083082943190552,0.6584213512569832,0.02744195181564246,Mature (Adult Maint.),0
Haryana,Jind,3729.0,92.0,0.0,4923.0,39090.0,34877.0,56391.0,3821.0,135281.0,139102.0,35.39534275248561,0.0,0.024664879356568366,1.0701116659101273,North,7.08306255077173,1.4425571103323016,0.6864099725381375,0.026807666316803497,Mature (Adult Maint.),0
Haryana,Kaithal,2894.0,85.0,12.0,4992.0,34982.0,34402.0,45534.0,2991.0,119910.0,122901.0,40.07687165775401,0.004010695187165776,0.02936096718480138,1.8548872954848004,North,6.890046064490287,1.3016036360517966,0.655128924907039,0.02354740807641923,Mature (Adult Maint.),0
Haryana,Karnal,3861.0,179.0,8.0,6828.0,42303.0,32424.0,61595.0,4048.0,143150.0,147198.0,35.35440849592492,0.001975796492961225,0.04634904194717763,0.9207528317689028,North,4.747986528042173,1.4560088880484114,0.7058383945434041,0.0262299759507602,Mature (Adult Maint.),0
Haryana,Kurukshetra,2315.0,78.0,11.0,3517.0,25192.0,23358.0,46634.0,2404.0,98701.0,101105.0,41.03991683991684,0.004573804573804574,0.03367875647668394,1.51170856849431,North,6.639567936327459,1.8510697415948876,0.7104099698333416,0.0228969882795114,Mature (Adult Maint.),0
Haryana,Mahendragarh,2575.0,155.0,24.0,3104.0,25430.0,20501.0,28331.0,2754.0,77366.0,80120.0,28.08203266787659,0.008711433756805808,0.06017080745341615,0.9787734803593308,North,6.6025764895330115,1.1140340529275294,0.6710059910134798,0.03213929106340489,Mature (Adult Maint.),0
Haryana,Nuh,8240.0,763.0,61.0,6364.0,60303.0,38268.0,30057.0,9064.0,134992.0,144056.0,14.891560948703805,0.0067291781577495866,0.09258585123164664,1.1740355449697144,North,6.012254516889238,0.49842464844786416,0.6272560670850225,0.057199977786416396,Mature (Adult Maint.),0
Haryana,Palwal,4367.0,332.0,4.0,7265.0,61703.0,30617.0,28080.0,4703.0,127665.0,132368.0,27.13966836734694,0.0008503401360544217,0.076007326007326,0.8860548800303334,North,4.213735205064685,0.45507584597432904,0.6782832708811798,0.032991357427777104,Mature (Adult Maint.),0
Haryana,Panchkula,1287.0,92.0,5.0,5417.0,29001.0,18303.0,19066.0,1384.0,71787.0,73171.0,51.83176895306859,0.0036101083032490976,0.07142857142857142,1.2730989265283306,North,3.378183831672204,0.6574029377284325,0.6569132579847208,0.017588935507236475,Mature (Adult Maint.),0
Haryana,Panipat,5498.0,543.0,47.0,9431.0,59653.0,31426.0,48347.0,6088.0,148857.0,154945.0,24.44687140745607,0.007718837247495483,0.09874522640480088,2.9987469467456678,North,3.3318490245971164,0.8104569685184564,0.6970215237664978,0.03548355868211301,Mature (Adult Maint.),1
Haryana,Rewari,2329.0,150.0,6.0,6191.0,37840.0,24987.0,24746.0,2485.0,93764.0,96249.0,37.716814159292035,0.002413515687851971,0.06437768240343347,1.0293570539275454,North,4.0353682170542635,0.6539467773050395,0.6502509116977838,0.024197654001600018,Mature (Adult Maint.),0
Haryana,Rohtak,3161.0,191.0,61.0,4152.0,22379.0,25700.0,50270.0,3413.0,102501.0,105914.0,30.02372583479789,0.017867603983596953,0.06040480708412397,2.509528521926557,North,6.188297616181074,2.246201966041108,0.6859244292539229,0.029844968559397247,Mature (Adult Maint.),1
Haryana,Sirsa,3135.0,198.0,2.0,4976.0,50186.0,40642.0,56424.0,3335.0,152228.0,155563.0,45.63189448441247,0.0005995203836930455,0.06313775510204081,0.961957834803582,North,8.165963431786217,1.1242752107119374,0.685317202676729,0.02015260698238013,Mature (Adult Maint.),0
Haryana,Sonipat,4314.0,268.0,37.0,7748.0,52916.0,34624.0,50029.0,4619.0,145317.0,149936.0,31.453896103896103,0.008008658008658008,0.06210892236384705,1.559372709571896,North,4.4681894437992,0.9454239658332861,0.6865929463237648,0.028772276171166365,Mature (Adult Maint.),0
Haryana,Yamunanagar,3334.0,113.0,8.0,6448.0,46861.0,33734.0,55876.0,3455.0,142919.0,146374.0,41.35387731481482,0.0023148148148148147,0.033883058470764615,1.2810273595793698,North,5.230888509846488,1.1923520122914089,0.701880115321027,0.022777269187150725,Mature (Adult Maint.),0
Himachal Pradesh,Bilaspur,985.0,14.0,0.0,932.0,5828.0,9673.0,12233.0,999.0,28666.0,29665.0,28.666,0.0,0.014198782961460446,1.4686900717058964,North,10.367631296891748,2.0986447074969976,0.6088319568515085,0.03320411259059498,Mature (Adult Maint.),0
Himachal Pradesh,Chamba,1586.0,64.0,7.0,3354.0,16304.0,16275.0,17567.0,1657.0,53500.0,55157.0,32.26779252110977,0.004221954161640531,0.04032766225582861,1.2416391532191036,North,4.85096870342772,1.0773995706838393,0.6140834345595301,0.02875428322787679,Mature (Adult Maint.),0
Himachal Pradesh,Hamirpur,1181.0,16.0,1.0,883.0,6437.0,11206.0,12613.0,1198.0,31139.0,32337.0,25.970809007506254,0.0008340283569641367,0.01353637901861252,1.5692030749580486,North,12.676470588235293,1.9591488039763902,0.5891084516188886,0.0365216315675542,Mature (Adult Maint.),0
Himachal Pradesh,Kangra,3869.0,75.0,22.0,3693.0,30434.0,44703.0,45210.0,3966.0,124040.0,128006.0,31.26796067557348,0.005545752457776657,0.01937984496124031,1.0136438007241408,North,12.101515971846236,1.4854608181370133,0.5909410496382982,0.030225145696295485,Mature (Adult Maint.),0
Himachal Pradesh,Kinnaur,137.0,21.0,5.0,141.0,1028.0,2221.0,2246.0,163.0,5636.0,5799.0,34.36585365853659,0.03048780487804878,0.15217391304347827,1.3259515815667176,North,15.640845070422536,2.182701652089407,0.5645801000172443,0.023624762890153476,Mature (Adult Maint.),0
Himachal Pradesh,Kullu,1022.0,111.0,106.0,1211.0,8391.0,11409.0,9839.0,1239.0,30850.0,32089.0,24.879032258064516,0.08548387096774193,0.10850439882697947,1.8332828988713588,North,9.413366336633663,1.1724261201143946,0.568107451151485,0.03184892019071956,Mature (Adult Maint.),0
Himachal Pradesh,Lahaul and Spiti,70.0,3.0,0.0,91.0,478.0,682.0,725.0,73.0,1976.0,2049.0,26.7027027027027,0.0,0.04225352112676056,0.9930466658674616,North,7.413043478260869,1.5135699373695197,0.5871156661786238,0.03416300634455832,Mature (Adult Maint.),0
Himachal Pradesh,Mandi,2460.0,43.0,11.0,2289.0,14016.0,28869.0,34465.0,2514.0,79639.0,82153.0,31.665606361829028,0.00437375745526839,0.017472572125152377,1.286133826733722,North,12.606550218340612,2.4588000285367766,0.5901306099594659,0.029944128638029043,Mature (Adult Maint.),0
Himachal Pradesh,Shimla,1488.0,161.0,21.0,1841.0,13901.0,19863.0,19864.0,1670.0,55469.0,57139.0,33.19509275882705,0.012567324955116697,0.1081262592343855,0.892290449969266,North,10.783387622149837,1.4288591569558338,0.5909273875986629,0.02604175781865276,Mature (Adult Maint.),0
Himachal Pradesh,Sirmaur,1510.0,67.0,7.0,2634.0,16784.0,15275.0,16178.0,1584.0,50871.0,52455.0,32.09526813880126,0.004416403785488959,0.04434149569821311,1.2763452839117084,North,5.79696394686907,0.9638367590110217,0.62838623582118,0.028786578972452577,Mature (Adult Maint.),0
Himachal Pradesh,Solan,1105.0,65.0,6.0,1260.0,7723.0,16252.0,17317.0,1176.0,42552.0,43728.0,36.152931180968565,0.005097706032285472,0.05877034358047016,1.2987233536516387,North,12.888183980967487,2.2419730709476955,0.5726308086351994,0.025269849981705086,Mature (Adult Maint.),0
Himachal Pradesh,Una,1226.0,21.0,0.0,1095.0,8466.0,15138.0,16411.0,1247.0,41110.0,42357.0,32.94070512820513,0.0,0.017114914425427872,1.5332407774303436,North,13.812043795620438,1.9382307783158144,0.5873173265339849,0.028944448379252544,Mature (Adult Maint.),0
Jammu and Kashmir,Anantnag,2978.0,341.0,35.0,5246.0,30320.0,26948.0,20621.0,3354.0,83135.0,86489.0,24.779433681073026,0.010432190760059613,0.1144679422625042,0.9998314246292598,North,5.135887173623023,0.6800897068038653,0.588988195030582,0.03443212431638706,Mature (Adult Maint.),0
Jammu and Kashmir,Badgam,1674.0,192.0,1.0,892.0,11227.0,4702.0,9439.0,1867.0,26260.0,28127.0,14.057815845824411,0.0005353319057815846,0.11462686567164179,0.8383891889549817,North,5.265397536394177,0.8406661916636979,0.7347388630141857,0.05951576776762541,Mature (Adult Maint.),0
Jammu and Kashmir,Bandipora,1290.0,308.0,43.0,2600.0,13295.0,10653.0,9721.0,1641.0,36269.0,37910.0,22.08830694275274,0.026187576126674786,0.238574748257165,0.40324324816974827,North,4.095732410611303,0.7311221419975933,0.6071221313637563,0.03402796096016882,Mature (Adult Maint.),0
Jammu and Kashmir,Baramula,3198.0,532.0,64.0,5160.0,31635.0,28536.0,33399.0,3794.0,98730.0,102524.0,26.015810276679844,0.01686429512516469,0.16630196936542668,1.0075623935045253,North,5.529161015307111,1.0557276520419776,0.6343295228434318,0.03119269634427061,Mature (Adult Maint.),0
Jammu and Kashmir,Budgam,793.0,51.0,15.0,5738.0,12884.0,18502.0,4609.0,859.0,41733.0,42592.0,48.526744186046514,0.01744186046511628,0.06423173803526448,1.1609183032239665,North,3.2239066039379685,0.3577027551416376,0.4107109316303531,0.018618519909842222,Mixed/School Phase,0
Jammu and Kashmir,Doda,3449.0,1023.0,32.0,1109.0,10268.0,19429.0,17350.0,4504.0,48156.0,52660.0,10.68945615982242,0.007103218645948946,0.2965217391304348,2.2315062414829816,North,17.503603603603604,1.6895510760541435,0.5244587922521838,0.0654956323585264,Mature (Adult Maint.),1
Jammu and Kashmir,Ganderbal,773.0,59.0,11.0,1034.0,6495.0,7268.0,6428.0,843.0,21225.0,22068.0,25.148104265402843,0.013033175355450236,0.07622739018087855,1.417623074583629,North,7.022222222222222,0.9895320197044335,0.5855990574587638,0.035028094979155336,Mature (Adult Maint.),0
Jammu and Kashmir,Jammu,3749.0,835.0,36.0,2486.0,32630.0,45899.0,52901.0,4620.0,133916.0,138536.0,28.979874486041982,0.007790521532135901,0.22266666666666668,0.7680744693224464,North,18.45556895858464,1.6211884404400723,0.6173918692614194,0.027061558006583126,Mature (Adult Maint.),0
Jammu and Kashmir,Kargil,388.0,141.0,1.0,508.0,1548.0,1848.0,1075.0,530.0,4979.0,5509.0,9.376647834274953,0.0018832391713747645,0.36246786632390743,0.8018322692021858,North,3.630648330058939,0.6939961265332473,0.476129969141405,0.07043020511889635,Mixed/School Phase,0
Jammu and Kashmir,Kathua,2643.0,310.0,9.0,1775.0,18703.0,23083.0,17080.0,2962.0,60641.0,63603.0,20.466081673979076,0.0030374620317246033,0.1172465960665658,0.934535821924392,North,12.997184684684685,0.9131736526946108,0.5625992484631228,0.04155464364888449,Mature (Adult Maint.),0
Jammu and Kashmir,Kishtwar,1058.0,205.0,6.0,967.0,4901.0,10878.0,10042.0,1269.0,26788.0,28057.0,21.092913385826773,0.004724409448818898,0.1935788479697828,0.8816207092570764,North,11.237603305785123,2.0485516115871074,0.532594361478419,0.03770894963823645,Mature (Adult Maint.),0
Jammu and Kashmir,Kulgam,970.0,232.0,9.0,2329.0,10078.0,14367.0,11377.0,1211.0,38151.0,39362.0,31.47772277227723,0.007425742574257425,0.23892893923789907,0.9226565738912216,North,6.166094420600858,1.1287826173231472,0.5450688481276358,0.024643056755246178,Mature (Adult Maint.),0
Jammu and Kashmir,Kupwara,2400.0,444.0,40.0,7740.0,37397.0,24776.0,24984.0,2884.0,94897.0,97781.0,32.89324090121317,0.01386481802426343,0.18492294877134527,0.8136739894641424,North,3.20062007492572,0.6680571153537622,0.6379664761047648,0.02454464568781256,Mature (Adult Maint.),0
Jammu and Kashmir,Leh,166.0,42.0,1.0,295.0,1139.0,1650.0,925.0,209.0,4009.0,4218.0,19.090476190476192,0.004761904761904762,0.25149700598802394,0.6396976560903993,North,5.574324324324325,0.8114035087719298,0.48933143669985774,0.039355144618302515,Mixed/School Phase,0
Jammu and Kashmir,Poonch,2065.0,548.0,17.0,4052.0,19391.0,25885.0,20491.0,2630.0,69819.0,72449.0,26.537058152793616,0.006461421512732801,0.26524685382381413,0.5521023050496361,North,6.386627189735998,1.0566728547854785,0.5504837885961159,0.028502808872448205,Mature (Adult Maint.),0
Jammu and Kashmir,Pulwama,1742.0,118.0,15.0,3432.0,18055.0,20583.0,12249.0,1875.0,54319.0,56194.0,28.954690831556505,0.007995735607675906,0.06769936890418818,0.9692055724906906,North,5.995630643751821,0.6783894550287993,0.5392746556571876,0.030999750863081467,Mature (Adult Maint.),0
Jammu and Kashmir,Rajouri,2072.0,595.0,9.0,2395.0,13428.0,29904.0,25844.0,2676.0,71571.0,74247.0,26.735524841240196,0.0033619723571161747,0.28702363724071395,1.0274928007285726,North,12.480801335559265,1.9244917715392063,0.5289371961156679,0.027906851455277656,Mature (Adult Maint.),0
Jammu and Kashmir,Ramban,1317.0,597.0,6.0,1857.0,5897.0,21848.0,8029.0,1920.0,37631.0,39551.0,19.589276418532016,0.0031233732431025507,0.45295902883156297,0.9776545742599724,North,11.758880516684608,1.361308918277382,0.3521023488660211,0.03329877879193952,Mixed/School Phase,0
Jammu and Kashmir,Reasi,1136.0,570.0,9.0,1119.0,7281.0,12538.0,10702.0,1715.0,31640.0,33355.0,18.43822843822844,0.005244755244755245,0.5013192612137203,1.0481895821883327,North,11.194642857142858,1.4696511947267235,0.5391395592864638,0.03405786238944686,Mature (Adult Maint.),0
