,state,district,year,month,Bio_bio_age_5_17,Bio_bio_age_17_
1206,Chhattisgarh,Bilaspur,2025,5,3368,16548
1207,Chhattisgarh,Bilaspur,2025,6,5831,17701
1208,Chhattisgarh,Bilaspur,2025,7,6580,19521
1209,Chhattisgarh,Bilaspur,2025,9,2846,8739
1210,Chhattisgarh,Bilaspur,2025,10,7557,7470
1211,Chhattisgarh,Bilaspur,2025,11,12693,12786
1212,Chhattisgarh,Bilaspur,2025,12,22664,15268
1213,Chhattisgarh,Dantewada,2025,3,628,1609
1214,Chhattisgarh,Dantewada,2025,4,727,1937
1215,Chhattisgarh,Dantewada,2025,5,1018,2484
1216,Chhattisgarh,Dantewada,2025,6,1452,5006
1217,Chhattisgarh,Dantewada,2025,7,2176,10040
1218,Chhattisgarh,Dantewada,2025,9,1655,3635
1219,Chhattisgarh,Dantewada,2025,10,914,1508
1220,Chhattisgarh,Dantewada,2025,11,1539,2458
1221,Chhattisgarh,Dantewada,2025,12,3282,4071
1222,Chhattisgarh,Dhamtari,2025,3,748,5784
1223,Chhattisgarh,Dhamtari,2025,4,1473,9230
1224,Chhattisgarh,Dhamtari,2025,5,1515,8986
1225,Chhattisgarh,Dhamtari,2025,6,2370,10224
1226,Chhattisgarh,Dhamtari,2025,7,1901,7728
1227,Chhattisgarh,Dhamtari,2025,9,1081,5226
1228,Chhattisgarh,Dhamtari,2025,10,2657,3280
1229,Chhattisgarh,Dhamtari,2025,11,5671,5820
1230,Chhattisgarh,Dhamtari,2025,12,9410,7174
1231,Chhattisgarh,Durg,2025,3,2548,10749
1232,Chhattisgarh,Durg,2025,4,3606,15585
1233,Chhattisgarh,Durg,2025,5,3422,15801
1234,Chhattisgarh,Durg,2025,6,4720,14888
1235,Chhattisgarh,Durg,2025,7,5547,14448
1236,Chhattisgarh,Durg,2025,9,5577,8203
1237,Chhattisgarh,Durg,2025,10,3409,3024
1238,Chhattisgarh,Durg,2025,11,28687,7755
1239,Chhattisgarh,Durg,2025,12,19367,12515
1240,Chhattisgarh,Gariyaband,2025,3,471,1694
1241,Chhattisgarh,Gariyaband,2025,4,749,5973
1242,Chhattisgarh,Gariyaband,2025,5,768,4069
1243,Chhattisgarh,Gariyaband,2025,6,1400,5010
1244,Chhattisgarh,Gariyaband,2025,7,1284,4079
1245,Chhattisgarh,Gariyaband,2025,9,614,3353
1246,Chhattisgarh,Gariyaband,2025,10,1044,2906
1247,Chhattisgarh,Gariyaband,2025,11,2034,4641
1248,Chhattisgarh,Gariyaband,2025,12,8519,3480
1249,Chhattisgarh,Gaurella Pendra Marwahi,2025,3,11,105
1250,Chhattisgarh,Gaurella Pendra Marwahi,2025,4,51,423
1251,Chhattisgarh,Gaurella Pendra Marwahi,2025,5,63,339
1252,Chhattisgarh,Gaurella Pendra Marwahi,2025,6,86,317
1253,Chhattisgarh,Gaurella Pendra Marwahi,2025,7,54,196
1254,Chhattisgarh,Gaurella Pendra Marwahi,2025,9,23,59
1255,Chhattisgarh,Gaurella Pendra Marwahi,2025,10,78,44
1256,Chhattisgarh,Gaurella Pendra Marwahi,2025,11,157,51
1257,Chhattisgarh,Gaurella Pendra Marwahi,2025,12,156,76
1258,Chhattisgarh,Janjgir-champa,2025,3,2728,10158
1259,Chhattisgarh,Janjgir-champa,2025,4,3329,20749
1260,Chhattisgarh,Janjgir-champa,2025,5,2831,13587
1261,Chhattisgarh,Janjgir-champa,2025,6,5174,16117
1262,Chhattisgarh,Janjgir-champa,2025,7,5302,20968
1263,Chhattisgarh,Janjgir-champa,2025,9,3062,8975
1264,Chhattisgarh,Janjgir-champa,2025,10,5031,9030
1265,Chhattisgarh,Janjgir-champa,2025,11,8111,14373
1266,Chhattisgarh,Janjgir-champa,2025,12,16413,15108
1267,Chhattisgarh,Jashpur,2025,3,823,3469
1268,Chhattisgarh,Jashpur,2025,4,1311,6376
1269,Chhattisgarh,Jashpur,2025,5,1488,5051
1270,Chhattisgarh,Jashpur,2025,6,2626,6403
1271,Chhattisgarh,Jashpur,2025,7,2264,8024
1272,Chhattisgarh,Jashpur,2025,9,1070,3263
1273,Chhattisgarh,Jashpur,2025,10,2892,2126
1274,Chhattisgarh,Jashpur,2025,11,8219,4560
1275,Chhattisgarh,Jashpur,2025,12,9557,5081
1276,Chhattisgarh,Kabeerdham,2025,3,407,1250
1277,Chhattisgarh,Kabeerdham,2025,4,574,2285
1278,Chhattisgarh,Kabeerdham,2025,5,786,2783
1279,Chhattisgarh,Kabeerdham,2025,6,1358,2476
1280,Chhattisgarh,Kabeerdham,2025,7,1218,1800
1281,Chhattisgarh,Kabeerdham,2025,9,874,1034
1282,Chhattisgarh,Kabeerdham,2025,10,1039,899
1283,Chhattisgarh,Kabeerdham,2025,11,2766,1680
1284,Chhattisgarh,Kabeerdham,2025,12,7606,1682
1285,Chhattisgarh,Kanker,2025,3,547,2455
1286,Chhattisgarh,Kanker,2025,4,703,3447
1287,Chhattisgarh,Kanker,2025,5,1052,3581
1288,Chhattisgarh,Kanker,2025,6,1908,6868
1289,Chhattisgarh,Kanker,2025,7,1584,4477
1290,Chhattisgarh,Kanker,2025,9,791,2668
1291,Chhattisgarh,Kanker,2025,10,987,1971
1292,Chhattisgarh,Kanker,2025,11,4670,3519
1293,Chhattisgarh,Kanker,2025,12,7365,4616
1294,Chhattisgarh,Kawardha,2025,3,712,3363
1295,Chhattisgarh,Kawardha,2025,4,895,5195
1296,Chhattisgarh,Kawardha,2025,5,1238,5710
1297,Chhattisgarh,Kawardha,2025,6,2245,5704
1298,Chhattisgarh,Kawardha,2025,7,1847,4217
1299,Chhattisgarh,Kawardha,2025,9,1035,2506
1300,Chhattisgarh,Kawardha,2025,10,1415,2302
1301,Chhattisgarh,Kawardha,2025,11,2948,3115
1302,Chhattisgarh,Kawardha,2025,12,11606,4738
1303,Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025,6,41,408
1304,Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025,7,47,292
1305,Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025,9,13,100
1306,Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025,10,6,14
1307,Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025,11,10,35
1308,Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025,12,15,54
1309,Chhattisgarh,Kondagaon,2025,3,472,2224
1310,Chhattisgarh,Kondagaon,2025,4,541,3788
1311,Chhattisgarh,Kondagaon,2025,5,1041,3407
1312,Chhattisgarh,Kondagaon,2025,6,1771,9901
1313,Chhattisgarh,Kondagaon,2025,7,1401,6403
1314,Chhattisgarh,Kondagaon,2025,9,707,3056
1315,Chhattisgarh,Kondagaon,2025,10,1048,2417
1316,Chhattisgarh,Kondagaon,2025,11,3130,3174
1317,Chhattisgarh,Kondagaon,2025,12,7180,5685
1318,Chhattisgarh,Korba,2025,3,5729,6814
1319,Chhattisgarh,Korba,2025,4,3449,9118
1320,Chhattisgarh,Korba,2025,5,2140,7979
1321,Chhattisgarh,Korba,2025,6,3587,10194
1322,Chhattisgarh,Korba,2025,7,3579,9177
1323,Chhattisgarh,Korba,2025,9,3907,5545
1324,Chhattisgarh,Korba,2025,10,2096,5856
1325,Chhattisgarh,Korba,2025,11,2366,7219
1326,Chhattisgarh,Korba,2025,12,6054,7065
1327,Chhattisgarh,Koriya,2025,3,860,3347
1328,Chhattisgarh,Koriya,2025,4,1146,5315
1329,Chhattisgarh,Koriya,2025,5,1056,4545
1330,Chhattisgarh,Koriya,2025,6,2139,7650
1331,Chhattisgarh,Koriya,2025,7,2496,5535
1332,Chhattisgarh,Koriya,2025,9,1107,3030
1333,Chhattisgarh,Koriya,2025,10,1661,2732
1334,Chhattisgarh,Koriya,2025,11,2202,3656
1335,Chhattisgarh,Koriya,2025,12,6388,6032
1336,Chhattisgarh,Mahasamund,2025,3,1257,5727
1337,Chhattisgarh,Mahasamund,2025,4,1532,12826
1338,Chhattisgarh,Mahasamund,2025,5,1642,8428
1339,Chhattisgarh,Mahasamund,2025,6,3594,14035
1340,Chhattisgarh,Mahasamund,2025,7,3506,8940
1341,Chhattisgarh,Mahasamund,2025,9,1314,4122
1342,Chhattisgarh,Mahasamund,2025,10,1680,3271
1343,Chhattisgarh,Mahasamund,2025,11,5653,5132
1344,Chhattisgarh,Mahasamund,2025,12,10182,7028
1345,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,4,15,118
1346,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,6,19,101
1347,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,7,10,49
1348,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,9,9,118
1349,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,10,3,13
1350,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,11,6,46
1351,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,12,28,58
1352,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,3,22,123
1353,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,4,120,777
1354,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,5,176,721
1355,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,6,269,906
1356,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,7,126,468
1357,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,9,53,227
1358,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,10,26,54
1359,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,11,88,72
1360,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,12,216,218
1361,Chhattisgarh,Mungeli,2025,3,936,2497
1362,Chhattisgarh,Mungeli,2025,4,1460,7647
1363,Chhattisgarh,Mungeli,2025,5,1994,6293
1364,Chhattisgarh,Mungeli,2025,6,2484,4970
1365,Chhattisgarh,Mungeli,2025,7,2406,10187
1366,Chhattisgarh,Mungeli,2025,9,1303,4512
1367,Chhattisgarh,Mungeli,2025,10,1683,3760
1368,Chhattisgarh,Mungeli,2025,11,3654,7009
1369,Chhattisgarh,Mungeli,2025,12,12994,6778
1370,Chhattisgarh,Narayanpur,2025,3,504,1544
1371,Chhattisgarh,Narayanpur,2025,4,638,2468
1372,Chhattisgarh,Narayanpur,2025,5,572,1936
1373,Chhattisgarh,Narayanpur,2025,6,585,1744
1374,Chhattisgarh,Narayanpur,2025,7,646,2698
1375,Chhattisgarh,Narayanpur,2025,9,534,1264
1376,Chhattisgarh,Narayanpur,2025,10,320,645
1377,Chhattisgarh,Narayanpur,2025,11,460,876
1378,Chhattisgarh,Narayanpur,2025,12,2897,1842
1379,Chhattisgarh,Raigad,2025,3,2241,7408
1380,Chhattisgarh,Raigad,2025,4,2771,13806
1381,Chhattisgarh,Raigad,2025,5,2535,13681
1382,Chhattisgarh,Raigad,2025,6,3507,17101
1383,Chhattisgarh,Raigad,2025,7,3562,18589
1384,Chhattisgarh,Raigad,2025,9,2681,23266
1385,Chhattisgarh,Raigad,2025,10,3844,12677
1386,Chhattisgarh,Raigad,2025,11,6161,14656
1387,Chhattisgarh,Raigad,2025,12,12323,13817
1388,Chhattisgarh,Raipur,2025,3,2737,9682
1389,Chhattisgarh,Raipur,2025,4,3770,15413
1390,Chhattisgarh,Raipur,2025,5,4261,18656
1391,Chhattisgarh,Raipur,2025,6,5427,18192
1392,Chhattisgarh,Raipur,2025,7,6242,22876
1393,Chhattisgarh,Raipur,2025,9,2964,11556
1394,Chhattisgarh,Raipur,2025,10,2569,4951
1395,Chhattisgarh,Raipur,2025,11,7799,13879
1396,Chhattisgarh,Raipur,2025,12,23968,17432
1397,Chhattisgarh,Rajnandgaon,2025,3,1554,9521
1398,Chhattisgarh,Rajnandgaon,2025,4,2465,13847
1399,Chhattisgarh,Rajnandgaon,2025,5,3087,11257
1400,Chhattisgarh,Rajnandgaon,2025,6,6703,23168
1401,Chhattisgarh,Rajnandgaon,2025,7,4548,12882
1402,Chhattisgarh,Rajnandgaon,2025,9,3259,6638
1403,Chhattisgarh,Rajnandgaon,2025,10,5612,4431
1404,Chhattisgarh,Rajnandgaon,2025,11,10133,8020
1405,Chhattisgarh,Rajnandgaon,2025,12,16296,11077
1406,Chhattisgarh,Sakti,2025,3,10,49
1407,Chhattisgarh,Sakti,2025,4,67,528
1408,Chhattisgarh,Sakti,2025,5,39,360
1409,Chhattisgarh,Sakti,2025,6,187,923
1410,Chhattisgarh,Sakti,2025,7,103,682
1411,Chhattisgarh,Sakti,2025,9,36,258
1412,Chhattisgarh,Sakti,2025,10,22,73
1413,Chhattisgarh,Sakti,2025,11,92,318
1414,Chhattisgarh,Sakti,2025,12,88,189
1415,Chhattisgarh,Sarangarh-Bilaigarh,2025,9,11,188
1416,Chhattisgarh,Sarangarh-Bilaigarh,2025,10,28,152
1417,Chhattisgarh,Sarangarh-Bilaigarh,2025,11,29,223
1418,Chhattisgarh,Sarangarh-Bilaigarh,2025,12,45,367
1419,Chhattisgarh,Sukma,2025,3,398,1033
1420,Chhattisgarh,Sukma,2025,4,879,1508
1421,Chhattisgarh,Sukma,2025,5,941,1639
1422,Chhattisgarh,Sukma,2025,6,1344,2625
1423,Chhattisgarh,Sukma,2025,7,1560,3240
1424,Chhattisgarh,Sukma,2025,9,1011,1526
1425,Chhattisgarh,Sukma,2025,10,719,887
1426,Chhattisgarh,Sukma,2025,11,1161,1179
1427,Chhattisgarh,Sukma,2025,12,5909,2580
1428,Chhattisgarh,Surajpur,2025,3,741,4336
1429,Chhattisgarh,Surajpur,2025,4,1092,7311
1430,Chhattisgarh,Surajpur,2025,5,916,3821
1431,Chhattisgarh,Surajpur,2025,6,2271,7900
1432,Chhattisgarh,Surajpur,2025,7,1919,6297
1433,Chhattisgarh,Surajpur,2025,9,3617,2990
1434,Chhattisgarh,Surajpur,2025,10,3443,3568
1435,Chhattisgarh,Surajpur,2025,11,3007,4948
1436,Chhattisgarh,Surajpur,2025,12,7580,6065
1437,Chhattisgarh,Surguja,2025,3,981,3883
1438,Chhattisgarh,Surguja,2025,4,1534,8880
1439,Chhattisgarh,Surguja,2025,5,1384,5541
1440,Chhattisgarh,Surguja,2025,6,2568,6491
1441,Chhattisgarh,Surguja,2025,7,2479,7668
1442,Chhattisgarh,Surguja,2025,9,1666,4684
1443,Chhattisgarh,Surguja,2025,10,1725,2678
1444,Chhattisgarh,Surguja,2025,11,3656,5113
1445,Chhattisgarh,Surguja,2025,12,14229,7700
1446,Chhattisgarh,Uttar Bastar Kanker,2025,3,181,1236
1447,Chhattisgarh,Uttar Bastar Kanker,2025,4,262,2190
1448,Chhattisgarh,Uttar Bastar Kanker,2025,5,397,2398
1449,Chhattisgarh,Uttar Bastar Kanker,2025,6,676,4834
1450,Chhattisgarh,Uttar Bastar Kanker,2025,7,585,3134
1451,Chhattisgarh,Uttar Bastar Kanker,2025,9,313,1994
1452,Chhattisgarh,Uttar Bastar Kanker,2025,10,348,1416
1453,Chhattisgarh,Uttar Bastar Kanker,2025,11,1552,2384
1454,Chhattisgarh,Uttar Bastar Kanker,2025,12,2724,3677
1455,Chhattisgarh,Vijayapura,2025,3,1452,1742
1456,Chhattisgarh,Vijayapura,2025,4,1550,1985
1457,Chhattisgarh,Vijayapura,2025,5,1013,1573
1458,Chhattisgarh,Vijayapura,2025,6,1061,2280
1459,Chhattisgarh,Vijayapura,2025,7,1001,2587
1460,Chhattisgarh,Vijayapura,2025,9,601,1629
1461,Chhattisgarh,Vijayapura,2025,10,613,1023
1462,Chhattisgarh,Vijayapura,2025,11,1245,1375
1463,Chhattisgarh,Vijayapura,2025,12,2221,2933
1464,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025,3,1044,2681
1465,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025,4,1417,2182
1466,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025,5,1565,2493
1467,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025,6,1179,2151
1468,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025,7,1042,2514
1469,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025,9,2926,2565
1470,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025,10,445,666
1471,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025,11,922,1312
1472,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025,12,873,1789
1473,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,3,422,521
1474,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,4,501,373
1475,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,5,347,378
1476,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,6,242,303
1477,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,7,290,369
1478,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,9,469,254
1479,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,10,120,136
1480,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,11,254,238
1481,Dadra and Nagar Haveli and Daman and Diu,Daman,2025,12,316,433
1482,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,3,249,170
1483,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,4,305,95
1484,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,5,263,202
1485,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,6,126,117
1486,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,7,187,423
1487,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,9,132,120
1488,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,10,38,53
1489,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,11,537,113
1490,Dadra and Nagar Haveli and Daman and Diu,Diu,2025,12,151,255
1491,Delhi,Central Delhi,2025,3,2299,3805
1492,Delhi,Central Delhi,2025,4,5261,5303
1493,Delhi,Central Delhi,2025,5,3194,4521
1494,Delhi,Central Delhi,2025,6,2464,3735
1495,Delhi,Central Delhi,2025,7,2889,4606
1496,Delhi,Central Delhi,2025,9,2025,2294
1497,Delhi,Central Delhi,2025,10,1000,1339
1498,Delhi,Central Delhi,2025,11,1918,2158
1499,Delhi,Central Delhi,2025,12,2638,2611
1500,Delhi,East Delhi,2025,3,4902,8233
1501,Delhi,East Delhi,2025,4,12509,14044
1502,Delhi,East Delhi,2025,5,7213,10678
1503,Delhi,East Delhi,2025,6,4730,7727
1504,Delhi,East Delhi,2025,7,6904,10187
1505,Delhi,East Delhi,2025,9,5495,5279
1506,Delhi,East Delhi,2025,10,2345,2751
1507,Delhi,East Delhi,2025,11,4222,4701
1508,Delhi,East Delhi,2025,12,5509,5376
1509,Delhi,New Delhi,2025,3,392,294
1510,Delhi,New Delhi,2025,4,496,309
1511,Delhi,New Delhi,2025,5,271,259
1512,Delhi,New Delhi,2025,6,208,258
1513,Delhi,New Delhi,2025,7,283,327
1514,Delhi,New Delhi,2025,9,232,163
1515,Delhi,New Delhi,2025,10,111,97
1516,Delhi,New Delhi,2025,11,217,144
1517,Delhi,New Delhi,2025,12,291,211
1518,Delhi,North Delhi,2025,3,2600,4493
1519,Delhi,North Delhi,2025,4,5334,5976
1520,Delhi,North Delhi,2025,5,3388,5005
1521,Delhi,North Delhi,2025,6,2509,4293
1522,Delhi,North Delhi,2025,7,2959,5135
1523,Delhi,North Delhi,2025,9,2672,2843
1524,Delhi,North Delhi,2025,10,1007,1461
1525,Delhi,North Delhi,2025,11,1625,2288
1526,Delhi,North Delhi,2025,12,3548,3694
1527,Delhi,North East Delhi,2025,3,7334,11034
1528,Delhi,North East Delhi,2025,4,17775,23730
1529,Delhi,North East Delhi,2025,5,11453,17884
1530,Delhi,North East Delhi,2025,6,6613,11938
1531,Delhi,North East Delhi,2025,7,10283,14771
1532,Delhi,North East Delhi,2025,9,7221,7901
1533,Delhi,North East Delhi,2025,10,3015,4249
1534,Delhi,North East Delhi,2025,11,5571,7362
1535,Delhi,North East Delhi,2025,12,10406,11176
1536,Delhi,North West Delhi,2025,3,15709,29195
1537,Delhi,North West Delhi,2025,4,27815,37256
1538,Delhi,North West Delhi,2025,5,18087,28734
1539,Delhi,North West Delhi,2025,6,12740,22377
1540,Delhi,North West Delhi,2025,7,14960,25083
1541,Delhi,North West Delhi,2025,9,12504,13440
1542,Delhi,North West Delhi,2025,10,5754,7655
1543,Delhi,North West Delhi,2025,11,9554,11471
1544,Delhi,North West Delhi,2025,12,16452,16507
1545,Delhi,Shahdara,2025,3,252,658
1546,Delhi,Shahdara,2025,4,696,928
1547,Delhi,Shahdara,2025,5,440,913
1548,Delhi,Shahdara,2025,6,321,637
1549,Delhi,Shahdara,2025,7,427,864
1550,Delhi,Shahdara,2025,9,143,342
1551,Delhi,Shahdara,2025,10,77,167
1552,Delhi,Shahdara,2025,11,108,288
1553,Delhi,Shahdara,2025,12,194,508
1554,Delhi,South Delhi,2025,3,11377,16784
1555,Delhi,South Delhi,2025,4,23647,29056
1556,Delhi,South Delhi,2025,5,12807,18274
1557,Delhi,South Delhi,2025,6,7921,12745
1558,Delhi,South Delhi,2025,7,12664,18551
1559,Delhi,South Delhi,2025,9,8175,8667
1560,Delhi,South Delhi,2025,10,3641,4771
1561,Delhi,South Delhi,2025,11,7314,8342
1562,Delhi,South Delhi,2025,12,9115,9085
1563,Delhi,South East Delhi,2025,3,19,40
1564,Delhi,South East Delhi,2025,4,58,61
1565,Delhi,South East Delhi,2025,5,35,47
1566,Delhi,South East Delhi,2025,6,32,36
1567,Delhi,South East Delhi,2025,7,53,65
1568,Delhi,South East Delhi,2025,9,13,26
1569,Delhi,South East Delhi,2025,10,5,16
1570,Delhi,South East Delhi,2025,11,17,24
1571,Delhi,South East Delhi,2025,12,7,28
1572,Delhi,South West Delhi,2025,3,8653,12016
1573,Delhi,South West Delhi,2025,4,13869,14037
1574,Delhi,South West Delhi,2025,5,8469,10679
1575,Delhi,South West Delhi,2025,6,6755,8938
1576,Delhi,South West Delhi,2025,7,8167,10831
1577,Delhi,South West Delhi,2025,9,6457,5483
1578,Delhi,South West Delhi,2025,10,2493,3152
1579,Delhi,South West Delhi,2025,11,4467,4642
1580,Delhi,South West Delhi,2025,12,7279,5985
1581,Delhi,West Delhi,2025,3,8635,15644
1582,Delhi,West Delhi,2025,4,14572,21234
1583,Delhi,West Delhi,2025,5,9666,15641
1584,Delhi,West Delhi,2025,6,7059,12066
1585,Delhi,West Delhi,2025,7,9017,13682
1586,Delhi,West Delhi,2025,9,6682,7235
1587,Delhi,West Delhi,2025,10,2626,3349
1588,Delhi,West Delhi,2025,11,4856,5754
1589,Delhi,West Delhi,2025,12,8051,7473
1590,Goa,North Goa,2025,3,1883,2559
1591,Goa,North Goa,2025,4,2536,2680
1592,Goa,North Goa,2025,5,2049,2289
1593,Goa,North Goa,2025,6,1345,2462
1594,Goa,North Goa,2025,7,1356,2882
1595,Goa,North Goa,2025,9,1179,1597
1596,Goa,North Goa,2025,10,2159,1348
1597,Goa,North Goa,2025,11,3042,1949
1598,Goa,North Goa,2025,12,2780,1718
1599,Goa,South Goa,2025,3,2154,2387
1600,Goa,South Goa,2025,4,2257,1839
1601,Goa,South Goa,2025,5,2202,2188
1602,Goa,South Goa,2025,6,1368,2178
1603,Goa,South Goa,2025,7,1207,1955
1604,Goa,South Goa,2025,9,1045,1077
1605,Goa,South Goa,2025,10,1381,787
1606,Goa,South Goa,2025,11,2284,1146
1607,Goa,South Goa,2025,12,2017,1112
1608,Gujarat,Ahmedabad,2025,3,19152,30017
1609,Gujarat,Ahmedabad,2025,4,18343,28798
1610,Gujarat,Ahmedabad,2025,5,27177,40454
1611,Gujarat,Ahmedabad,2025,6,22504,36663
1612,Gujarat,Ahmedabad,2025,7,25535,41245
1613,Gujarat,Ahmedabad,2025,9,13462,22241
1614,Gujarat,Ahmedabad,2025,10,4040,6727
1615,Gujarat,Ahmedabad,2025,11,14398,21734
1616,Gujarat,Ahmedabad,2025,12,22238,26444
1617,Gujarat,Amreli,2025,3,3463,3849
1618,Gujarat,Amreli,2025,4,3506,3969
1619,Gujarat,Amreli,2025,5,5434,4540
1620,Gujarat,Amreli,2025,6,5653,5104
1621,Gujarat,Amreli,2025,7,5930,5833
1622,Gujarat,Amreli,2025,9,2578,3380
1623,Gujarat,Amreli,2025,10,895,1086
1624,Gujarat,Amreli,2025,11,2521,3191
1625,Gujarat,Amreli,2025,12,3998,3584
1626,Gujarat,Anand,2025,3,5698,8373
1627,Gujarat,Anand,2025,4,6004,7883
1628,Gujarat,Anand,2025,5,7432,9057
1629,Gujarat,Anand,2025,6,7010,8279
1630,Gujarat,Anand,2025,7,9646,11303
1631,Gujarat,Anand,2025,9,4434,5540
1632,Gujarat,Anand,2025,10,975,1529
1633,Gujarat,Anand,2025,11,3416,4651
1634,Gujarat,Anand,2025,12,6351,6114
1635,Gujarat,Arvalli,2025,3,1595,1109
1636,Gujarat,Arvalli,2025,4,2004,1235
1637,Gujarat,Arvalli,2025,5,2360,1242
1638,Gujarat,Arvalli,2025,6,3028,1320
1639,Gujarat,Arvalli,2025,7,4162,2111
1640,Gujarat,Arvalli,2025,9,1823,1038
1641,Gujarat,Arvalli,2025,10,294,298
1642,Gujarat,Arvalli,2025,11,1041,827
1643,Gujarat,Arvalli,2025,12,2782,1400
1644,Gujarat,Banaskantha,2025,3,8364,10340
1645,Gujarat,Banaskantha,2025,4,5649,7714
1646,Gujarat,Banaskantha,2025,5,7142,8480
1647,Gujarat,Banaskantha,2025,6,10585,9827
1648,Gujarat,Banaskantha,2025,7,15020,13968
1649,Gujarat,Banaskantha,2025,9,7558,8429
1650,Gujarat,Banaskantha,2025,10,1815,2214
1651,Gujarat,Banaskantha,2025,11,4923,6238
1652,Gujarat,Banaskantha,2025,12,13018,11020
1653,Gujarat,Bharuch,2025,3,4757,5176
1654,Gujarat,Bharuch,2025,4,4252,5159
1655,Gujarat,Bharuch,2025,5,5135,5066
1656,Gujarat,Bharuch,2025,6,4619,4893
1657,Gujarat,Bharuch,2025,7,5880,6216
1658,Gujarat,Bharuch,2025,9,3425,3264
1659,Gujarat,Bharuch,2025,10,1051,1057
1660,Gujarat,Bharuch,2025,11,3452,3136
1661,Gujarat,Bharuch,2025,12,5790,4050
1662,Gujarat,Bhavnagar,2025,3,7812,10258
1663,Gujarat,Bhavnagar,2025,4,7718,9386
1664,Gujarat,Bhavnagar,2025,5,10156,10611
1665,Gujarat,Bhavnagar,2025,6,9620,10417
1666,Gujarat,Bhavnagar,2025,7,11751,13340
1667,Gujarat,Bhavnagar,2025,9,5059,6457
1668,Gujarat,Bhavnagar,2025,10,1374,2002
1669,Gujarat,Bhavnagar,2025,11,5207,5658
1670,Gujarat,Bhavnagar,2025,12,7087,7239
1671,Gujarat,Botad,2025,3,1347,831
1672,Gujarat,Botad,2025,4,909,636
1673,Gujarat,Botad,2025,5,1370,752
1674,Gujarat,Botad,2025,6,1598,889
1675,Gujarat,Botad,2025,7,2184,1115
1676,Gujarat,Botad,2025,9,814,536
1677,Gujarat,Botad,2025,10,246,180
1678,Gujarat,Botad,2025,11,725,443
1679,Gujarat,Botad,2025,12,1163,518
1680,Gujarat,Chhotaudepur,2025,3,1551,1799
1681,Gujarat,Chhotaudepur,2025,4,2427,2256
1682,Gujarat,Chhotaudepur,2025,5,3901,2781
1683,Gujarat,Chhotaudepur,2025,6,2707,1873
1684,Gujarat,Chhotaudepur,2025,7,3381,2290
1685,Gujarat,Chhotaudepur,2025,9,1568,1495
1686,Gujarat,Chhotaudepur,2025,10,401,386
